topic_id,topic,level,question,type,answer
02,Компьютерные сети. Организация компьютерных сетей,Средний,32,multi,ABD
02,Компьютерные сети. Организация компьютерных сетей,Средний,33,multi,BCE
02,Компьютерные сети. Организация компьютерных сетей,Средний,34,multi,BDE
02,Компьютерные сети. Организация компьютерных сетей,Средний,35,multi,BDE
02,Компьютерные сети. Организация компьютерных сетей,Средний,36,matching,1-C;2-B;3-D;4-A
02,Компьютерные сети. Организация компьютерных сетей,Средний,37,matching,1-B;2-D;3-A;4-C
02,Компьютерные сети. Организация компьютерных сетей,Средний,38,matching,1-A;2-D;3-C;4-B
02,Компьютерные сети. Организация компьютерных сетей,Средний,39,matching,1-D;2-B;3-A;4-C
02,Компьютерные сети. Организация компьютерных сетей,Средний,40,matching,1-B;2-A;3-C;4-D
02,Компьютерные сети. Организация компьютерных сетей,Высокий,1,single,C
02,Компьютерные сети. Организация компьютерных сетей,Высокий,2,single,A
02,Компьютерные сети. Организация компьютерных сетей,Высокий,3,single,D
02,Компьютерные сети. Организация компьютерных сетей,Высокий,4,single,D
02,Компьютерные сети. Организация компьютерных сетей,Высокий,5,single,B
02,Компьютерные сети. Организация компьютерных сетей,Высокий,6,single,D
02,Компьютерные сети. Организация компьютерных сетей,Высокий,7,single,A
02,Компьютерные сети. Организация компьютерных сетей,Высокий,8,single,C
02,Компьютерные сети. Организация компьютерных сетей,Высокий,9,single,C
02,Компьютерные сети. Организация компьютерных сетей,Высокий,10,single,D
02,Компьютерные сети. Организация компьютерных сетей,Высокий,11,single,A
02,Компьютерные сети. Организация компьютерных сетей,Высокий,12,single,B
02,Компьютерные сети. Организация компьютерных сетей,Высокий,13,single,B
02,Компьютерные сети. Организация компьютерных сетей,Высокий,14,single,C
02,Компьютерные сети. Организация компьютерных сетей,Высокий,15,single,C
02,Компьютерные сети. Организация компьютерных сетей,Высокий,16,single,C
02,Компьютерные сети. Организация компьютерных сетей,Высокий,17,single,B
02,Компьютерные сети. Организация компьютерных сетей,Высокий,18,single,D
02,Компьютерные сети. Организация компьютерных сетей,Высокий,19,single,A
02,Компьютерные сети. Организация компьютерных сетей,Высокий,20,single,C
02,Компьютерные сети. Организация компьютерных сетей,Высокий,21,single,B
02,Компьютерные сети. Организация компьютерных сетей,Высокий,22,single,C
02,Компьютерные сети. Организация компьютерных сетей,Высокий,23,single,D
02,Компьютерные сети. Организация компьютерных сетей,Высокий,24,single,A
02,Компьютерные сети. Организация компьютерных сетей,Высокий,25,single,C
02,Компьютерные сети. Организация компьютерных сетей,Высокий,26,context_single,A
02,Компьютерные сети. Организация компьютерных сетей,Высокий,27,context_single,A
02,Компьютерные сети. Организация компьютерных сетей,Высокий,28,context_single,B
02,Компьютерные сети. Организация компьютерных сетей,Высокий,29,context_single,A
02,Компьютерные сети. Организация компьютерных сетей,Высокий,30,context_single,B
02,Компьютерные сети. Организация компьютерных сетей,Высокий,31,multi,BCE
02,Компьютерные сети. Организация компьютерных сетей,Высокий,32,multi,ABE
02,Компьютерные сети. Организация компьютерных сетей,Высокий,33,multi,ACE
02,Компьютерные сети. Организация компьютерных сетей,Высокий,34,multi,ABE
02,Компьютерные сети. Организация компьютерных сетей,Высокий,35,multi,BDE
02,Компьютерные сети. Организация компьютерных сетей,Высокий,36,matching,1-A;2-D;3-B;4-C
02,Компьютерные сети. Организация компьютерных сетей,Высокий,37,matching,1-A;2-D;3-C;4-B
02,Компьютерные сети. Организация компьютерных сетей,Высокий,38,matching,1-B;2-C;3-D;4-A
02,Компьютерные сети. Организация компьютерных сетей,Высокий,39,matching,1-B;2-C;3-D;4-A
02,Компьютерные сети. Организация компьютерных сетей,Высокий,40,matching,1-C;2-D;3-A;4-B
03,Представление и измерение информации. Кодирование информации,Базовый,1,single,D
03,Представление и измерение информации. Кодирование информации,Базовый,2,single,D
03,Представление и измерение информации. Кодирование информации,Базовый,3,single,D
03,Представление и измерение информации. Кодирование информации,Базовый,4,single,B
03,Представление и измерение информации. Кодирование информации,Базовый,5,single,C
03,Представление и измерение информации. Кодирование информации,Базовый,6,single,C
03,Представление и измерение информации. Кодирование информации,Базовый,7,single,D
03,Представление и измерение информации. Кодирование информации,Базовый,8,single,C
03,Представление и измерение информации. Кодирование информации,Базовый,9,single,D
03,Представление и измерение информации. Кодирование информации,Базовый,10,single,B
03,Представление и измерение информации. Кодирование информации,Базовый,11,single,B
03,Представление и измерение информации. Кодирование информации,Базовый,12,single,D
03,Представление и измерение информации. Кодирование информации,Базовый,13,single,A
03,Представление и измерение информации. Кодирование информации,Базовый,14,single,C
03,Представление и измерение информации. Кодирование информации,Базовый,15,single,A
03,Представление и измерение информации. Кодирование информации,Базовый,16,single,B
03,Представление и измерение информации. Кодирование информации,Базовый,17,single,B
03,Представление и измерение информации. Кодирование информации,Базовый,18,single,B
03,Представление и измерение информации. Кодирование информации,Базовый,19,single,B
03,Представление и измерение информации. Кодирование информации,Базовый,20,single,B
03,Представление и измерение информации. Кодирование информации,Базовый,21,single,A
03,Представление и измерение информации. Кодирование информации,Базовый,22,single,B
03,Представление и измерение информации. Кодирование информации,Базовый,23,single,A
03,Представление и измерение информации. Кодирование информации,Базовый,24,single,D
03,Представление и измерение информации. Кодирование информации,Базовый,25,single,A
03,Представление и измерение информации. Кодирование информации,Базовый,26,context_single,B
03,Представление и измерение информации. Кодирование информации,Базовый,27,context_single,A
03,Представление и измерение информации. Кодирование информации,Базовый,28,context_single,A
03,Представление и измерение информации. Кодирование информации,Базовый,29,context_single,B
03,Представление и измерение информации. Кодирование информации,Базовый,30,context_single,D
03,Представление и измерение информации. Кодирование информации,Базовый,31,multi,ABE
03,Представление и измерение информации. Кодирование информации,Базовый,32,multi,ACD
03,Представление и измерение информации. Кодирование информации,Базовый,33,multi,ABE
03,Представление и измерение информации. Кодирование информации,Базовый,34,multi,BDE
03,Представление и измерение информации. Кодирование информации,Базовый,35,multi,BCD
03,Представление и измерение информации. Кодирование информации,Базовый,36,matching,1-D;2-A;3-B;4-C
03,Представление и измерение информации. Кодирование информации,Базовый,37,matching,1-D;2-A;3-B;4-C
03,Представление и измерение информации. Кодирование информации,Базовый,38,matching,1-A;2-B;3-C;4-D
03,Представление и измерение информации. Кодирование информации,Базовый,39,matching,1-C;2-B;3-A;4-D
03,Представление и измерение информации. Кодирование информации,Базовый,40,matching,1-A;2-D;3-B;4-C
03,Представление и измерение информации. Кодирование информации,Средний,1,single,A
03,Представление и измерение информации. Кодирование информации,Средний,2,single,B
03,Представление и измерение информации. Кодирование информации,Средний,3,single,B
03,Представление и измерение информации. Кодирование информации,Средний,4,single,C
03,Представление и измерение информации. Кодирование информации,Средний,5,single,A
03,Представление и измерение информации. Кодирование информации,Средний,6,single,C
03,Представление и измерение информации. Кодирование информации,Средний,7,single,A
03,Представление и измерение информации. Кодирование информации,Средний,8,single,C
03,Представление и измерение информации. Кодирование информации,Средний,9,single,B
03,Представление и измерение информации. Кодирование информации,Средний,10,single,B
03,Представление и измерение информации. Кодирование информации,Средний,11,single,B
03,Представление и измерение информации. Кодирование информации,Средний,12,single,B
03,Представление и измерение информации. Кодирование информации,Средний,13,single,A
03,Представление и измерение информации. Кодирование информации,Средний,14,single,D
03,Представление и измерение информации. Кодирование информации,Средний,15,single,A
03,Представление и измерение информации. Кодирование информации,Средний,16,single,B
03,Представление и измерение информации. Кодирование информации,Средний,17,single,A
03,Представление и измерение информации. Кодирование информации,Средний,18,single,A
03,Представление и измерение информации. Кодирование информации,Средний,19,single,D
03,Представление и измерение информации. Кодирование информации,Средний,20,single,D
03,Представление и измерение информации. Кодирование информации,Средний,21,single,C
03,Представление и измерение информации. Кодирование информации,Средний,22,single,A
03,Представление и измерение информации. Кодирование информации,Средний,23,single,D
03,Представление и измерение информации. Кодирование информации,Средний,24,single,D
03,Представление и измерение информации. Кодирование информации,Средний,25,single,D
03,Представление и измерение информации. Кодирование информации,Средний,26,context_single,A
03,Представление и измерение информации. Кодирование информации,Средний,27,context_single,A
03,Представление и измерение информации. Кодирование информации,Средний,28,context_single,A
03,Представление и измерение информации. Кодирование информации,Средний,29,context_single,C
03,Представление и измерение информации. Кодирование информации,Средний,30,context_single,D
03,Представление и измерение информации. Кодирование информации,Средний,31,multi,BDE
03,Представление и измерение информации. Кодирование информации,Средний,32,multi,BDE
03,Представление и измерение информации. Кодирование информации,Средний,33,multi,ADE
03,Представление и измерение информации. Кодирование информации,Средний,34,multi,ACD
03,Представление и измерение информации. Кодирование информации,Средний,35,multi,ADE
03,Представление и измерение информации. Кодирование информации,Средний,36,matching,1-A;2-D;3-B;4-C
03,Представление и измерение информации. Кодирование информации,Средний,37,matching,1-D;2-C;3-A;4-B
03,Представление и измерение информации. Кодирование информации,Средний,38,matching,1-B;2-A;3-C;4-D
03,Представление и измерение информации. Кодирование информации,Средний,39,matching,1-C;2-A;3-D;4-B
03,Представление и измерение информации. Кодирование информации,Средний,40,matching,1-D;2-B;3-C;4-A
03,Представление и измерение информации. Кодирование информации,Высокий,1,single,B
03,Представление и измерение информации. Кодирование информации,Высокий,2,single,B
03,Представление и измерение информации. Кодирование информации,Высокий,3,single,A
03,Представление и измерение информации. Кодирование информации,Высокий,4,single,A
03,Представление и измерение информации. Кодирование информации,Высокий,5,single,C
03,Представление и измерение информации. Кодирование информации,Высокий,6,single,C
03,Представление и измерение информации. Кодирование информации,Высокий,7,single,D
03,Представление и измерение информации. Кодирование информации,Высокий,8,single,B
03,Представление и измерение информации. Кодирование информации,Высокий,9,single,D
03,Представление и измерение информации. Кодирование информации,Высокий,10,single,A
03,Представление и измерение информации. Кодирование информации,Высокий,11,single,D
03,Представление и измерение информации. Кодирование информации,Высокий,12,single,B
03,Представление и измерение информации. Кодирование информации,Высокий,13,single,A
03,Представление и измерение информации. Кодирование информации,Высокий,14,single,B
03,Представление и измерение информации. Кодирование информации,Высокий,15,single,A
03,Представление и измерение информации. Кодирование информации,Высокий,16,single,A
03,Представление и измерение информации. Кодирование информации,Высокий,17,single,D
03,Представление и измерение информации. Кодирование информации,Высокий,18,single,A
03,Представление и измерение информации. Кодирование информации,Высокий,19,single,A
03,Представление и измерение информации. Кодирование информации,Высокий,20,single,A
03,Представление и измерение информации. Кодирование информации,Высокий,21,single,B
03,Представление и измерение информации. Кодирование информации,Высокий,22,single,C
03,Представление и измерение информации. Кодирование информации,Высокий,23,single,B
03,Представление и измерение информации. Кодирование информации,Высокий,24,single,D
03,Представление и измерение информации. Кодирование информации,Высокий,25,single,B
03,Представление и измерение информации. Кодирование информации,Высокий,26,context_single,A
03,Представление и измерение информации. Кодирование информации,Высокий,27,context_single,B
03,Представление и измерение информации. Кодирование информации,Высокий,28,context_single,B
03,Представление и измерение информации. Кодирование информации,Высокий,29,context_single,D
03,Представление и измерение информации. Кодирование информации,Высокий,30,context_single,B
03,Представление и измерение информации. Кодирование информации,Высокий,31,multi,CDE
03,Представление и измерение информации. Кодирование информации,Высокий,32,multi,CDE
03,Представление и измерение информации. Кодирование информации,Высокий,33,multi,ACE
03,Представление и измерение информации. Кодирование информации,Высокий,34,multi,ACD
03,Представление и измерение информации. Кодирование информации,Высокий,35,multi,BCE
03,Представление и измерение информации. Кодирование информации,Высокий,36,matching,1-D;2-A;3-C;4-B
03,Представление и измерение информации. Кодирование информации,Высокий,37,matching,1-D;2-C;3-A;4-B
03,Представление и измерение информации. Кодирование информации,Высокий,38,matching,1-D;2-B;3-C;4-A
03,Представление и измерение информации. Кодирование информации,Высокий,39,matching,1-C;2-A;3-D;4-B
03,Представление и измерение информации. Кодирование информации,Высокий,40,matching,1-A;2-D;3-B;4-C
04,Системы счисления,Базовый,1,single,D
04,Системы счисления,Базовый,2,single,B
04,Системы счисления,Базовый,3,single,C
04,Системы счисления,Базовый,4,single,B
04,Системы счисления,Базовый,5,single,A
04,Системы счисления,Базовый,6,single,B
04,Системы счисления,Базовый,7,single,C
04,Системы счисления,Базовый,8,single,A
04,Системы счисления,Базовый,9,single,B
04,Системы счисления,Базовый,10,single,C
04,Системы счисления,Базовый,11,single,A
04,Системы счисления,Базовый,12,single,A
04,Системы счисления,Базовый,13,single,D
04,Системы счисления,Базовый,14,single,A
04,Системы счисления,Базовый,15,single,C
04,Системы счисления,Базовый,16,single,A
04,Системы счисления,Базовый,17,single,B
04,Системы счисления,Базовый,18,single,A
04,Системы счисления,Базовый,19,single,A
04,Системы счисления,Базовый,20,single,B
04,Системы счисления,Базовый,21,single,B
04,Системы счисления,Базовый,22,single,C
04,Системы счисления,Базовый,23,single,C
04,Системы счисления,Базовый,24,single,D
04,Системы счисления,Базовый,25,single,A
04,Системы счисления,Базовый,26,context_single,C
04,Системы счисления,Базовый,27,context_single,D
04,Системы счисления,Базовый,28,context_single,D
04,Системы счисления,Базовый,29,context_single,A
04,Системы счисления,Базовый,30,context_single,B
04,Системы счисления,Базовый,31,multi,CDE
04,Системы счисления,Базовый,32,multi,CD
04,Системы счисления,Базовый,33,multi,BDE
04,Системы счисления,Базовый,34,multi,AD
04,Системы счисления,Базовый,35,multi,ABD
04,Системы счисления,Базовый,36,matching,1-A;2-B;3-D;4-C
04,Системы счисления,Базовый,37,matching,1-C;2-B;3-D;4-A
04,Системы счисления,Базовый,38,matching,1-A;2-C;3-D;4-B
04,Системы счисления,Базовый,39,matching,1-B;2-D;3-A;4-C
04,Системы счисления,Базовый,40,matching,1-A;2-C;3-D;4-B
04,Системы счисления,Средний,1,single,B
04,Системы счисления,Средний,2,single,C
04,Системы счисления,Средний,3,single,A
04,Системы счисления,Средний,4,single,C
04,Системы счисления,Средний,5,single,B
04,Системы счисления,Средний,6,single,C
